	Language	Subdomain	Word	Source	Concept	Abreviation	Representation	Complete_representation	Complexity_score
804	Russian	grandparents	деду́ля	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
805	Russian	grandparents	бабу́ля	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
806	Russian	grandparents	бабу́ся	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
807	Russian	grandparents	ба́бка	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1066	Russian	nephews and nieces	племя́нник	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1067	Russian	nephews and nieces	племя́нница	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1332	Russian	uncles and aunts	дя́дя	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1333	Russian	uncles and aunts	дя́дька	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1334	Russian	uncles and aunts	дя́дюшка	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1335	Russian	uncles and aunts	тётя	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1336	Russian	uncles and aunts	тётка	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1337	Russian	uncles and aunts	тётушка	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1795	Russian	siblings	брат	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1796	Russian	siblings	сестра́	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1797	Russian	siblings	брат	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1798	Russian	siblings	брато́к	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1799	Russian	siblings	бра́тец	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1338	Rusyn	uncles and aunts	уйко	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1339	Rusyn	uncles and aunts	тю̈тка	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
808	Santali	grandparents	ᱚᱡᱚ	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
809	Santali	grandparents	ᱟᱡᱤ	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
258	Sardinian	cousins	fradile	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
259	Sardinian	cousins	sorrastra	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
1800	Sardinian	siblings	sorre	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1801	Sardinian	siblings	frade	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
810	Scots	grandparents	guidsire	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
811	Scots	grandparents	grandfaither	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
812	Scots	grandparents	grandmither	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
813	Scots	grandparents	guiddame	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
814	Scots	grandparents	gran	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
815	Scots	grandparents	grannie	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1802	Scots	siblings	brither	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1803	Scots	siblings	sister	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
260	Scottish Gaelic	cousins	co-ogha	Wiktionary	cousin	"Pa;Sb;Ch"	"Pa;Sb;Ch"	"Pa;Sb;Ch"	-
449	Scottish Gaelic	grandchildren	ogha	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
450	Scottish Gaelic	grandchildren	mac-mic	Wiktionary	son's son	"So;So"	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y)	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
451	Scottish Gaelic	grandchildren	mac-ighne	Wiktionary	daughter's son	"Da;So"	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y)	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
452	Scottish Gaelic	grandchildren	ban-ogha	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
453	Scottish Gaelic	grandchildren	nighean-mhic	Wiktionary	son's daughter	"So;Da"	son'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ son(z, y)	son'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ son(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
454	Scottish Gaelic	grandchildren	nighean-ighne	Wiktionary	daughter's daughter	"Da;Da"	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y)	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
816	Scottish Gaelic	grandparents	seann-phàrant	Wiktionary	grandparent	"Gr;Pr"	grandparent(x, y) ↔ ∃z PARENT(x, z) ∧ PARENT(z, y)	grandparent(x, y) ↔ ∃z PARENT(x, z) ∧ PARENT(z, y)	1
817	Scottish Gaelic	grandparents	seanair	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
818	Scottish Gaelic	grandparents	seanmhair	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1068	Scottish Gaelic	nephews and nieces	mac-bràthar	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1069	Scottish Gaelic	nephews and nieces	mac-peathar	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1070	Scottish Gaelic	nephews and nieces	nighean-bràthar	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1071	Scottish Gaelic	nephews and nieces	nighean-peathar	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1340	Scottish Gaelic	uncles and aunts	uncail	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1341	Scottish Gaelic	uncles and aunts	antaidh	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1804	Scottish Gaelic	siblings	bràthair	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1805	Scottish Gaelic	siblings	piuthar	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
455	Serbo-Croatian	grandchildren	у̀нуче	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
456	Serbo-Croatian	grandchildren	у̀нук	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
457	Serbo-Croatian	grandchildren	у̀нука	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
819	Serbo-Croatian	grandparents	дје̏д	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
820	Serbo-Croatian	grandparents	де̏д	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
821	Serbo-Croatian	grandparents	де̏да	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
822	Serbo-Croatian	grandparents	де́ка	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
823	Serbo-Croatian	grandparents	báka	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
824	Serbo-Croatian	grandparents	ба̏ба	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1806	Serbo-Croatian	siblings	бра̏т	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1807	Serbo-Croatian	siblings	сѐстра	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1808	Sicilian	siblings	frati	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1809	Sicilian	siblings	soru	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1810	Sinhalese	siblings	අය්‍යා	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1811	Sinhalese	siblings	මල්‍ලි	Wiktionary	younger brother	"Yn;Br"	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y)	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1812	Sinhalese	siblings	අක්‍කා	Wiktionary	elder sister	"El;Ss"	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y)	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1813	Sinhalese	siblings	නංගි	Wiktionary	younger sister	"Yn;Ss"	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y)	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
825	Skolt Sami	grandparents	äʹjj	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
826	Skolt Sami	grandparents	äkk	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
261	Slovak	cousins	bratranec	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
262	Slovak	cousins	sesternica	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
458	Slovak	grandchildren	vnuk	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
459	Slovak	grandchildren	vnučka	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
827	Slovak	grandparents	dedo	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
828	Slovak	grandparents	dedko	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
829	Slovak	grandparents	starý otec	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
830	Slovak	grandparents	stará matka	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
831	Slovak	grandparents	babička	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1814	Slovak	siblings	brat	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1815	Slovak	siblings	sestra	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
263	Slovene	cousins	bratranec	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
264	Slovene	cousins	sestrična	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
460	Slovene	grandchildren	vnūk	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
461	Slovene	grandchildren	vnukinja	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
832	Slovene	grandparents	dẹ̑d	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
833	Slovene	grandparents	stȃri óče	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
834	Slovene	grandparents	dedek	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
835	Slovene	grandparents	bábica	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1342	Slovene	uncles and aunts	stríc	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1343	Slovene	uncles and aunts	teta	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1816	Slovene	siblings	sȍrojénəc	Wiktionary	sibling	Sb	sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)	sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)	1
1817	Slovene	siblings	brȁt	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1818	Slovene	siblings	séstra	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
265	Spanish	cousins	primo	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
266	Spanish	cousins	prima	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
267	Spanish	cousins	primito	Native speaker	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
